               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 167,            0.037419,            0.016517,                   0,             0.96364,                   1,             0.99316,             0.62077,            0.021951,           0.0096612,                   0,           0.0016265,           0.0016265,            0.051327
                 168,            0.035902,            0.015072,                   0,             0.98148,             0.98122,              0.9941,             0.57605,            0.020639,           0.0096092,                   0,           0.0016116,           0.0016116,            0.051012
                 169,            0.035978,            0.015202,                   0,             0.98168,                   1,               0.993,             0.66889,            0.019113,            0.010382,                   0,           0.0015966,           0.0015966,            0.050697
                 170,            0.036749,            0.015603,                   0,             0.96427,                   1,             0.99149,              0.5778,            0.022673,            0.010028,                   0,           0.0015815,           0.0015815,            0.050381
                 171,            0.038865,            0.015625,                   0,             0.96416,                   1,             0.99427,             0.65778,            0.018214,           0.0099444,                   0,           0.0015662,           0.0015662,            0.050066
                 172,            0.036198,            0.015894,                   0,                   1,                   1,               0.995,             0.66476,            0.018924,           0.0093346,                   0,           0.0015509,           0.0015509,            0.049751
                 173,            0.035668,            0.016957,                   0,                   1,             0.99996,               0.995,             0.67419,            0.018801,           0.0094439,                   0,           0.0015355,           0.0015355,            0.049436
                 174,            0.035492,            0.016176,                   0,             0.98182,             0.99986,             0.99445,             0.64131,            0.018648,           0.0092262,                   0,           0.0015201,           0.0015201,             0.04912
                 175,            0.033772,            0.014429,                   0,             0.98171,                   1,             0.99445,             0.66668,            0.018741,           0.0093061,                   0,           0.0015046,           0.0015046,            0.048805
                 176,             0.03836,             0.01411,                   0,                   1,              0.9998,               0.995,             0.60879,            0.022607,           0.0090581,                   0,            0.001489,            0.001489,            0.048489
                 177,            0.037974,            0.015022,                   0,                   1,             0.96293,             0.99324,             0.62036,            0.019835,            0.009729,                   0,           0.0014734,           0.0014734,            0.048173
                 178,            0.034813,            0.014535,                   0,             0.98166,                   1,             0.99445,             0.63565,            0.020282,           0.0090348,                   0,           0.0014577,           0.0014577,            0.047858
                 179,            0.037313,            0.014989,                   0,             0.98159,                   1,             0.99445,             0.61183,            0.020872,           0.0094481,                   0,            0.001442,            0.001442,            0.047542
                 180,            0.039363,            0.014782,                   0,             0.94733,                   1,             0.99237,             0.44716,            0.026667,           0.0094021,                   0,           0.0014263,           0.0014263,            0.047226
                 181,            0.037319,            0.015571,                   0,              0.9999,                   1,               0.995,             0.64839,            0.019065,           0.0094574,                   0,           0.0014106,           0.0014106,            0.046911
                 182,            0.035004,            0.014246,                   0,             0.98182,             0.99997,             0.99445,              0.6578,            0.018382,           0.0092398,                   0,           0.0013949,           0.0013949,            0.046595
                 183,            0.035257,            0.015015,                   0,             0.99988,                   1,               0.995,             0.68254,            0.018017,           0.0091912,                   0,           0.0013791,           0.0013791,            0.046279
                 184,            0.036313,            0.014882,                   0,                   1,             0.99975,               0.995,              0.5809,            0.019262,           0.0096855,                   0,           0.0013634,           0.0013634,            0.045963
                 185,            0.032016,            0.013836,                   0,             0.98178,                   1,             0.99445,             0.67388,            0.018845,           0.0097417,                   0,           0.0013477,           0.0013477,            0.045648
                 186,            0.033514,            0.013996,                   0,             0.98182,             0.99997,             0.99445,             0.67277,            0.018536,           0.0098368,                   0,            0.001332,            0.001332,            0.045332
                 187,            0.036233,            0.014577,                   0,             0.98178,                   1,             0.99445,             0.64132,            0.019333,           0.0088528,                   0,           0.0013163,           0.0013163,            0.045016
                 188,            0.033713,            0.014873,                   0,             0.98182,             0.99997,             0.99445,             0.66894,            0.019509,           0.0087409,                   0,           0.0013007,           0.0013007,            0.044701
                 189,             0.03459,            0.014795,                   0,             0.99992,                   1,               0.995,             0.43581,            0.023868,           0.0098599,                   0,           0.0012851,           0.0012851,            0.044385
                 190,            0.034509,            0.015094,                   0,                   1,             0.99975,               0.995,             0.71047,            0.016477,           0.0090104,                   0,           0.0012696,           0.0012696,             0.04407
                 191,            0.033623,            0.015302,                   0,             0.98181,                   1,             0.99373,             0.61023,            0.020599,            0.011064,                   0,           0.0012542,           0.0012542,            0.043754
                 192,            0.033641,            0.015105,                   0,             0.98179,                   1,             0.99482,              0.6653,            0.018938,            0.009236,                   0,           0.0012388,           0.0012388,            0.043439
                 193,            0.034982,            0.015098,                   0,             0.98181,                   1,             0.99482,             0.66767,            0.016702,           0.0089168,                   0,           0.0012235,           0.0012235,            0.043124
                 194,            0.034262,            0.015012,                   0,             0.98182,             0.99996,             0.99482,             0.63487,            0.021449,           0.0098933,                   0,           0.0012083,           0.0012083,            0.042808
                 195,            0.037804,            0.014998,                   0,             0.98181,                   1,             0.99445,              0.6052,            0.020978,           0.0092547,                   0,           0.0011932,           0.0011932,            0.042493
                 196,            0.032128,            0.014607,                   0,             0.99994,                   1,               0.995,             0.72148,            0.016342,           0.0083952,                   0,           0.0011782,           0.0011782,            0.042178
                 197,              0.0326,            0.014426,                   0,             0.99995,                   1,               0.995,             0.64375,            0.021589,           0.0084331,                   0,           0.0011633,           0.0011633,            0.041863
                 198,            0.034066,            0.014119,                   0,                   1,             0.99993,               0.995,             0.66897,            0.018775,           0.0086789,                   0,           0.0011485,           0.0011485,            0.041549
                 199,            0.033807,            0.014596,                   0,              0.9999,                   1,               0.995,              0.6952,            0.016606,           0.0088922,                   0,           0.0011339,           0.0011339,            0.041234
                 200,            0.031655,            0.014287,                   0,             0.98178,                   1,             0.99245,             0.51993,            0.023506,            0.010068,                   0,           0.0011194,           0.0011194,            0.040919
                 201,            0.033536,             0.01472,                   0,             0.98173,                   1,             0.99282,             0.60788,            0.017874,           0.0095072,                   0,            0.001105,            0.001105,            0.040605
                 202,            0.033823,            0.014922,                   0,             0.99994,                   1,               0.995,             0.63284,             0.01945,           0.0084785,                   0,           0.0010908,           0.0010908,            0.040291
                 203,            0.039779,            0.013428,                   0,             0.96428,             0.99981,             0.99353,             0.67511,            0.017965,           0.0091013,                   0,           0.0010768,           0.0010768,            0.039977
                 204,            0.034488,            0.013837,                   0,             0.99996,                   1,               0.995,             0.66354,            0.018385,           0.0085607,                   0,           0.0010629,           0.0010629,            0.039663
                 205,            0.031551,            0.013302,                   0,             0.94641,             0.98116,             0.98895,             0.60977,             0.02031,           0.0095188,                   0,           0.0010492,           0.0010492,            0.039349
                 206,             0.03238,            0.014261,                   0,              0.9997,                   1,               0.995,             0.72497,              0.0158,            0.008432,                   0,           0.0010357,           0.0010357,            0.039036
                 207,            0.032514,             0.01383,                   0,              0.9999,                   1,               0.995,             0.68898,            0.016083,           0.0089429,                   0,           0.0010224,           0.0010224,            0.038722
                 208,             0.03336,            0.015245,                   0,             0.99998,                   1,               0.995,             0.66982,            0.017392,           0.0090182,                   0,           0.0010093,           0.0010093,            0.038409
                 209,            0.032528,             0.01424,                   0,             0.99977,                   1,               0.995,               0.686,            0.016622,           0.0086179,                   0,          0.00099644,          0.00099644,            0.038096
                 210,            0.034013,            0.013534,                   0,             0.99985,                   1,               0.995,             0.70235,            0.016227,           0.0088779,                   0,          0.00098378,          0.00098378,            0.037784
                 211,             0.03374,            0.014294,                   0,                   1,             0.99956,               0.995,             0.65453,            0.018667,           0.0084136,                   0,          0.00097135,          0.00097135,            0.037471
                 212,            0.033986,            0.014345,                   0,                   1,             0.99982,               0.995,              0.7106,              0.0168,           0.0082387,                   0,          0.00095916,          0.00095916,            0.037159
                 213,            0.033038,            0.014177,                   0,             0.98176,                   1,             0.99445,             0.70934,            0.016603,           0.0085472,                   0,          0.00094721,          0.00094721,            0.036847
                 214,            0.030431,            0.015034,                   0,             0.98178,                   1,             0.99445,             0.69561,            0.016529,           0.0088743,                   0,          0.00093552,          0.00093552,            0.036536
                 215,             0.03315,            0.014572,                   0,             0.99991,                   1,               0.995,             0.72958,            0.015359,           0.0083661,                   0,           0.0009241,           0.0009241,            0.036224
                 216,            0.030413,            0.013742,                   0,                   1,             0.99924,               0.995,             0.63618,            0.017972,           0.0086218,                   0,          0.00091294,          0.00091294,            0.035913
                 217,            0.030745,            0.013312,                   0,              0.9818,             0.99917,             0.99445,             0.69812,            0.016101,           0.0081315,                   0,          0.00090206,          0.00090206,            0.035602
                 218,              0.0322,            0.014717,                   0,             0.98167,                   1,             0.99445,             0.64157,            0.019508,           0.0083045,                   0,          0.00089148,          0.00089148,            0.035291
                 219,            0.031629,            0.013429,                   0,             0.98182,                   1,             0.99445,             0.67671,            0.016995,           0.0084398,                   0,          0.00088118,          0.00088118,            0.034981
                 220,            0.032543,            0.014687,                   0,             0.99995,                   1,               0.995,             0.71846,            0.016006,           0.0083719,                   0,           0.0008712,           0.0008712,            0.034671
                 221,            0.032768,            0.013467,                   0,                   1,             0.99991,               0.995,              0.7009,            0.016506,           0.0082757,                   0,          0.00086152,          0.00086152,            0.034362
                 222,             0.03335,            0.013482,                   0,             0.99994,                   1,               0.995,             0.66231,            0.016773,            0.008423,                   0,          0.00085217,          0.00085217,            0.034052
                 223,             0.03354,            0.013332,                   0,                   1,             0.99998,               0.995,             0.68672,            0.017597,           0.0083547,                   0,          0.00084314,          0.00084314,            0.033743
                 224,            0.030953,            0.014143,                   0,              0.9818,                   1,             0.99409,             0.70189,            0.016023,           0.0085213,                   0,          0.00083445,          0.00083445,            0.033434
                 225,            0.030524,            0.014237,                   0,             0.98177,                   1,             0.99445,             0.67316,            0.016937,           0.0083127,                   0,          0.00082611,          0.00082611,            0.033126
                 226,            0.031361,            0.013607,                   0,             0.99994,                   1,               0.995,             0.63982,            0.017995,             0.00837,                   0,          0.00081811,          0.00081811,            0.032818
                 227,            0.030289,            0.013618,                   0,                   1,                   1,               0.995,             0.63087,            0.019008,           0.0081763,                   0,          0.00081048,          0.00081048,             0.03251
                 228,            0.031796,            0.013875,                   0,             0.99995,                   1,               0.995,             0.60444,            0.019883,           0.0086891,                   0,          0.00080322,          0.00080322,            0.032203
                 229,            0.031357,             0.01514,                   0,             0.99992,                   1,               0.995,             0.47203,            0.026343,            0.008373,                   0,          0.00079633,          0.00079633,            0.031896
                 230,            0.031085,            0.014896,                   0,                   1,              0.9999,               0.995,             0.68048,            0.017913,           0.0081415,                   0,          0.00078983,          0.00078983,             0.03159
                 231,            0.030376,            0.014187,                   0,                   1,                   1,               0.995,             0.61876,            0.017564,            0.008036,                   0,          0.00078372,          0.00078372,            0.031284
                 232,            0.030884,             0.01402,                   0,             0.99994,                   1,               0.995,              0.6667,             0.01799,           0.0081287,                   0,          0.00077801,          0.00077801,            0.030978
                 233,            0.030824,            0.014207,                   0,             0.98176,                   1,             0.99445,             0.70228,            0.015951,           0.0080123,                   0,          0.00077271,          0.00077271,            0.030673
                 234,            0.030302,             0.01295,                   0,             0.98178,                   1,             0.99445,             0.71657,            0.015041,           0.0079305,                   0,          0.00076782,          0.00076782,            0.030368
                 235,            0.030536,            0.013721,                   0,                   1,                   1,               0.995,              0.6614,            0.016874,           0.0078618,                   0,          0.00076335,          0.00076335,            0.030063
                 236,            0.032265,            0.013685,                   0,             0.99995,                   1,               0.995,              0.6267,            0.018465,           0.0080101,                   0,          0.00075932,          0.00075932,            0.029759
                 237,            0.029932,            0.012086,                   0,              0.9999,                   1,               0.995,             0.71362,             0.01629,           0.0077598,                   0,          0.00075572,          0.00075572,            0.029456
                 238,            0.033999,            0.013841,                   0,                   1,             0.99988,               0.995,             0.72106,            0.015257,           0.0081089,                   0,          0.00075256,          0.00075256,            0.029153
                 239,            0.030087,            0.013625,                   0,                   1,             0.99945,               0.995,             0.60508,            0.018664,           0.0080073,                   0,          0.00074986,          0.00074986,             0.02885
                 240,            0.032311,            0.013366,                   0,             0.98174,                   1,             0.99482,             0.62463,            0.018407,           0.0083245,                   0,          0.00074762,          0.00074762,            0.028548
                 241,            0.032267,            0.013759,                   0,             0.98177,                   1,             0.99482,             0.65199,            0.016991,           0.0079356,                   0,          0.00074584,          0.00074584,            0.028246
                 242,            0.032154,            0.013898,                   0,             0.98171,                   1,             0.99482,             0.68323,            0.016282,           0.0082477,                   0,          0.00074454,          0.00074454,            0.027945
                 243,            0.030984,            0.013468,                   0,             0.99999,                   1,               0.995,             0.68762,            0.016889,           0.0082002,                   0,          0.00074372,          0.00074372,            0.027644
                 244,            0.029782,            0.012623,                   0,             0.99996,                   1,               0.995,             0.64472,             0.01795,           0.0081042,                   0,          0.00074338,          0.00074338,            0.027343
                 245,            0.029495,            0.013699,                   0,             0.98174,                   1,             0.99445,             0.72619,            0.014687,           0.0083178,                   0,          0.00074354,          0.00074354,            0.027044
                 246,            0.031995,            0.014098,                   0,             0.98174,                   1,             0.99445,             0.72865,            0.015482,           0.0080867,                   0,          0.00074421,          0.00074421,            0.026744
                 247,            0.029306,            0.012338,                   0,             0.98174,                   1,             0.99482,             0.73422,            0.014844,           0.0081037,                   0,          0.00074538,          0.00074538,            0.026445
                 248,            0.029875,              0.0125,                   0,              0.9999,                   1,               0.995,             0.68367,             0.01625,           0.0083011,                   0,          0.00074706,          0.00074706,            0.026147
                 249,            0.031391,            0.012631,                   0,                   1,             0.99993,               0.995,               0.729,            0.015173,           0.0079247,                   0,          0.00074927,          0.00074927,            0.025849
